docx_name,guideline_key,id,control_description,control_requirement
Identity and Access Management Guideline_v2.0,identity and access management,5.4,Access Control,User accounts should be clearly distinguishable in context of the user interface.
Identity and Access Management Guideline_v2.0,identity and access management,5.6,Access Control,At least all accesses to Red and Yellow Segregation Area must be logged and all ICT Systems and users must only have access to networks and network services that they have been specifically authorized to use based on the need-to-know principle.
Identity and Access Management Guideline_v2.0,identity and access management,5.7,Access Control,"Controls must be designed and implemented to limit physical or logical access to Information Assets, IT Assets and Non-IT Assets fulfilling this Guideline which refers to access rights and access rights administration."
Identity and Access Management Guideline_v2.0,identity and access management,6,IAM Identification,"Controls and measures must be designed, implemented and managed to ensure that access to information and IT Assets are conducted using a unique identity. The established IAM lifecycle process must manage and control these unique identities."
Identity and Access Management Guideline_v2.0,identity and access management,6.1,IAM Identification,"All internal and external individuals, who have access to Information Assets and IT Assets, must have a unique, global user ID (""MyUserID"") linked to a unique account. These accounts (other than shared accounts) must be linked to a MyUserID to remain traceable."
Identity and Access Management Guideline_v2.0,identity and access management,6.2,IAM Identification,"Information on the creation, modification or deletion of unique identifiers assigned to unique user accounts must be logged, monitored, maintained and kept for at least 18 month – even following a reorganization or end of a contractual relationship with the user."
Identity and Access Management Guideline_v2.0,identity and access management,7,Contractual obligations regarding information security,Contractual obligations must consider the organisations demand on information security to ensure adherence and to prevent information leakage.
Identity and Access Management Guideline_v2.0,identity and access management,7.1,Contractual obligations regarding information security,"Personal secret authentication information such as passwords, PINs, keys, and tokens must never be shared or be made accessible to any other individual. The correct handling of cryptographic products and key material must be ensured and documented, and employees must be properly trained."
Identity and Access Management Guideline_v2.0,identity and access management,7.2,Contractual obligations regarding information security,Only approved authentication mechanisms must be utilized by the contracting party.
Identity and Access Management Guideline_v2.0,identity and access management,7.3,Contractual obligations regarding information security,"When users are provided with new or updated secret authentication information, they must get temporary credentials, which must be changed upon first use. The secret authentication information must be valid for no longer than 24 hours."
Identity and Access Management Guideline_v2.0,identity and access management,7.4,Contractual obligations regarding information security,Legal entity’s authentication information must not be used for non-business purposes. This includes but is not limited to not using the same password for the legal entity used and privately used user accounts.
Identity and Access Management Guideline_v2.0,identity and access management,7.5,Contractual obligations regarding information security,Secret authentication information must be changed when suspected of compromise.
Identity and Access Management Guideline_v2.0,identity and access management,8,Password management,"Passwords and PINs must be defined, kept safe and managed securely."
Identity and Access Management Guideline_v2.0,identity and access management,8.1,Password management,Login-credentials must consider the following:
Identity and Access Management Guideline_v2.0,identity and access management,8.1.1,Password management,"Secret authentication information such as passwords, PINs, keys and tokens must be classified as strictly confidential and protected by cryptographic measures."
Identity and Access Management Guideline_v2.0,identity and access management,8.1.2,Password management,Passwords must not be displayed by default as clear characters on the screen when being entered but must be hidden.
Identity and Access Management Guideline_v2.0,identity and access management,8.1.3,Password management,"Where possible, legal entity owned ICT Systems should leverage central identity provider services, which manage the user passwords."
Identity and Access Management Guideline_v2.0,identity and access management,8.1.4,Password management,"User passwords (including technical accounts) must not be stored in ICT Systems in plaintext format, should be suitably protected and stored separately from ICT System data."
Identity and Access Management Guideline_v2.0,identity and access management,8.1.5,Password management,User passwords must be protected by encryption during their transmission.
Identity and Access Management Guideline_v2.0,identity and access management,8.1.6,Password management,Password transmission must be justified and authorized.
Identity and Access Management Guideline_v2.0,identity and access management,8.1.7,Password management,Only authorized individuals and components must be allowed to trigger the change of passwords.
Identity and Access Management Guideline_v2.0,identity and access management,8.2,Password management,A password management policy must be enforced with at least the following criteria:
Identity and Access Management Guideline_v2.0,identity and access management,8.2.1,Password management,Passwords for primary access must be at least 14 characters long with a lifelong validity.
Identity and Access Management Guideline_v2.0,identity and access management,8.2.2,Password management,Passwords for non-privileged secondary access must be at least 14 characters long with a lifelong validity.
Identity and Access Management Guideline_v2.0,identity and access management,8.2.3,Password management,Passwords for privileged access must be changed at least every 90 days.
Identity and Access Management Guideline_v2.0,identity and access management,8.2.4,Password management,"If 14 characters are technically not feasible, passwords must be at least 8 characters long and must be changed at least every 90 days."
Identity and Access Management Guideline_v2.0,identity and access management,8.2.5,Password management,New passwords must be different from at least the last 6 passwords.
Identity and Access Management Guideline_v2.0,identity and access management,8.2.6,Password management,"Initial account passwords must be set up by Account Owners, latest during the first login to the ICT System. Alternatively, users might be given a temporary password by the ICT System administrator that must be changed during first login. This temporary password must be valid for no longer than 24 hours."
Identity and Access Management Guideline_v2.0,identity and access management,8.2.7,Password management,"Password reset or recovery processes must follow the same rules as the initial password setup. Additionally, the identity of the requestor must be verified by the Asset Owner."
Identity and Access Management Guideline_v2.0,identity and access management,8.2.8,Password management,"All default ICT System accounts must be removed, disabled, or have their default passwords changed."
Identity and Access Management Guideline_v2.0,identity and access management,8.2.9,Password management,"A password must at least contain characters of each of the following categories: upper case characters, lower case characters, numbers, special characters."
Identity and Access Management Guideline_v2.0,identity and access management,8.3,Password management,Every password change / reset must be logged and forwarded to SIEM.
Identity and Access Management Guideline_v2.0,identity and access management,8.4,Password management,"PINs must be at least 4 digits long and have a lifelong validity. Following a risk-based approach, the minimum number of digits must be increased."
Identity and Access Management Guideline_v2.0,identity and access management,8.5,Password management,"Policies and protocols for strong authentication mechanisms must be designed, implemented and controlled based on results of the data classification and the outcome of the ICT risk assessment processes (e.g., cryptographic measures must be commensurate to the classification of the data)."
Identity and Access Management Guideline_v2.0,identity and access management,8.6,Password management,"Any credentialing concept that utilizes other means then passwords, such as passphrases, must provide bit entropy at least on the same level as the current password policy."
Identity and Access Management Guideline_v2.0,identity and access management,9,Secure authentication mechanisms,"Secure authentication mechanisms must be defined, developed, and applied."
Identity and Access Management Guideline_v2.0,identity and access management,9.1,Secure authentication mechanisms,All legal entity owned ICT Systems must allow access to their resources only after users have been successfully authenticated and authorized.
Identity and Access Management Guideline_v2.0,identity and access management,9.2,Secure authentication mechanisms,Confidential data must be accessible only if the user is authenticated with a strong two- or multi-factor authentication.
Identity and Access Management Guideline_v2.0,identity and access management,9.3,Secure authentication mechanisms,"Where possible, ICT Systems should leverage Single-Sign-On (SSO) features provided centrally."
Identity and Access Management Guideline_v2.0,identity and access management,9.4,Secure authentication mechanisms,"If user credentials input is required, the log-on process must follow the following criteria:"
Identity and Access Management Guideline_v2.0,identity and access management,9.4.1,Secure authentication mechanisms,Log-on information must be validated only upon completion of all input data.
Identity and Access Management Guideline_v2.0,identity and access management,9.4.2,Secure authentication mechanisms,"Authentication information, such as credentials, is only evaluated on the target ICT System, not on the client device."
Identity and Access Management Guideline_v2.0,identity and access management,9.4.3,Secure authentication mechanisms,Brute-force protection must be implemented. The account must be locked after a maximum of 10 unsuccessful log-on attempts.
Identity and Access Management Guideline_v2.0,identity and access management,9.4.4,Secure authentication mechanisms,"When log-on fails, the error message must not provide any information to the user on the root cause of log-on failure."
Identity and Access Management Guideline_v2.0,identity and access management,9.5,Secure authentication mechanisms,"Depending on the criticality of confidentiality and authenticity protection goal and exposure of the IT Application, the IT Application must use dedicated robust authentication schemes."
Identity and Access Management Guideline_v2.0,identity and access management,9.6,Secure authentication mechanisms,"For multi-factor authentication, only standard legal entity approved solutions must be used as the second and additional factors."
Identity and Access Management Guideline_v2.0,identity and access management,9.7,Secure authentication mechanisms,"Two- or multi-factor authentication must be enforced, independent from legal entity’s endpoints."
Identity and Access Management Guideline_v2.0,identity and access management,9.8,Secure authentication mechanisms,Locked accounts can only be released after secure user identity validation.
Identity and Access Management Guideline_v2.0,identity and access management,9.9,Secure authentication mechanisms,"Unlock of locked accounts must be justified, authorized, and documented."
Identity and Access Management Guideline_v2.0,identity and access management,9.10,Secure authentication mechanisms,Any successful / unsuccessful log-on attempts must be logged.
Identity and Access Management Guideline_v2.0,identity and access management,9.11,Secure authentication mechanisms,Authentication methods must be applied according to the established classification for Identity and Access Management and the overall risk profile of IT Assets.
Identity and Access Management Guideline_v2.0,identity and access management,9.12,Secure authentication mechanisms,"Strong authentication methods must be established for remote access, for privileged access, for access to IT Assets supporting critical or important functions or for IT Assets that are publicly accessible."
Identity and Access Management Guideline_v2.0,identity and access management,9.13,Secure authentication mechanisms,A risk-based authentication concept for web-based IT Applications and those capable of handling federation protocol-based tokens must be implemented. The authentication strength must be in line with the Segregation Area and the application protection needs.
Identity and Access Management Guideline_v2.0,identity and access management,10,Non-privileged Access Administration,"Primary and secondary accesses must be defined, assigned, documented, managed, and controlled."
Identity and Access Management Guideline_v2.0,identity and access management,10.1,Non-privileged Access Administration,The primary and secondary access to legal entities’ ICT Systems must be activated or de-activated based on the information provided by HR and/or Third-Party Management.
Identity and Access Management Guideline_v2.0,identity and access management,10.2,Non-privileged Access Administration,"Removal or adjustment of access must be processed timely in the target ICT System. If this cannot be done automatically, complementary controls must be in place to ensure near-time processing: ‘Near-time’ should be determined as 1 working day for publicly-accessible-applications that have at least one protection goal classified critical, and 3 working days for all other applications."
Identity and Access Management Guideline_v2.0,identity and access management,10.3,Non-privileged Access Administration,Inactive primary access accounts must be identified and deactivated after an inactivity period of 30 days.
Identity and Access Management Guideline_v2.0,identity and access management,10.4,Non-privileged Access Administration,"Based on HR’s information about individuals leaving the company, primary access must be revoked on the first day after the leaver date, secondary access, and all access rights within three working days, all accounts must be removed as soon as possible – latest within 42 days."
Identity and Access Management Guideline_v2.0,identity and access management,10.5,Non-privileged Access Administration,"In case a user moves within the organization, all existing access related to the user must be recertified by the new line manager within two weeks. This includes only secondary access that was explicitly requested and not primary access."
Identity and Access Management Guideline_v2.0,identity and access management,11,Shared and non-personal accounts,"Shared and non-personal accounts must be defined, assigned, documented, managed, and controlled to prevent any unauthorized access or breach of access controls."
Identity and Access Management Guideline_v2.0,identity and access management,11.1,Shared and non-personal accounts,"Non-personal accounts and shared user accounts must be limited, inventoried and the traceability to responsible persons must be ensured."
Identity and Access Management Guideline_v2.0,identity and access management,11.2,Shared and non-personal accounts,"Each shared account is assigned to an Account Owner, who is responsible for maintaining an inventory of all individuals that have access to the shared accounts."
Identity and Access Management Guideline_v2.0,identity and access management,11.3,Shared and non-personal accounts,"Login-credentials of shared / non-personal accounts as well as all secret authentications must be securely created, stored in a vault and handled."
Identity and Access Management Guideline_v2.0,identity and access management,11.4,Shared and non-personal accounts,"Login-credentials for shared user IDs remaining active should be changed upon termination or change of employment, contract, or agreement."
Identity and Access Management Guideline_v2.0,identity and access management,11.5,Shared and non-personal accounts,"In case identity / personal account is decommissioned, ownership of corresponding shared accounts must be reviewed and updated, if necessary."
Identity and Access Management Guideline_v2.0,identity and access management,11.6,Shared and non-personal accounts,Interactive shared accounts must be traceable for all actions to an individual person and limited to actions by one individual at any given time.
Identity and Access Management Guideline_v2.0,identity and access management,12,Privileged account administration,"Privileged accounts (PAM) must be defined, assigned, documented, managed, monitored and controlled to avoid unauthorized usage and harm to IT Assets."
Identity and Access Management Guideline_v2.0,identity and access management,12.1,Privileged account administration,"Privileged, emergency and administration access rights must be assigned on a need-to-use or ad-hoc basis for all ICT Systems. Where feasible, for administration, dedicated accounts must be used and automated privileged access management procedures must be implemented."
Identity and Access Management Guideline_v2.0,identity and access management,12.2,Privileged account administration,"The interactive use of privileged built-in accounts must be prevented and if applicable, the entitlements of these accounts must be transferred to dedicated user IDs."
Identity and Access Management Guideline_v2.0,identity and access management,12.3,Privileged account administration,Privileged access must always be marked as such in Authorization Concept.
Identity and Access Management Guideline_v2.0,identity and access management,12.4,Privileged account administration,Privileged access must be classified and controlled according to their level of criticality on a risk-based approach.
Identity and Access Management Guideline_v2.0,identity and access management,12.5,Privileged account administration,Privileged built-in accounts must be classified and documented in the Authorization Concept.
Identity and Access Management Guideline_v2.0,identity and access management,12.6,Privileged account administration,All privileged accounts must be inventoried in a privileged account inventory.
Identity and Access Management Guideline_v2.0,identity and access management,12.7,Privileged account administration,Onboarded and managed in PAM: Privileged accounts must be secured in the vault of a Privileged Access Management (PAM) solution.
Identity and Access Management Guideline_v2.0,identity and access management,12.8,Privileged account administration,"Completeness, currentness, and accuracy of the privileged account inventory must be ensured."
Identity and Access Management Guideline_v2.0,identity and access management,13,Mechanisms to secure privileged accounts,"Measures and criteria to manage and handle privileged accounts must be defined, implemented, monitored and controlled to avoid unauthorized usage and harm to IT Assets."
Identity and Access Management Guideline_v2.0,identity and access management,13.1,Mechanisms to secure privileged accounts,Idle Session Timeout: The use of privileged access must be time-limited based on their level of criticality.
Identity and Access Management Guideline_v2.0,identity and access management,13.2,Mechanisms to secure privileged accounts,Separate privileged from non-privileged account: Dedicated user IDs must be created and used for privileged access. Dedicated user IDs must be marked and identifiable for privileged access. Privileged access must not be assigned to user IDs with regular business / IT roles and must be provided based on the function using the least privilege principle.
Identity and Access Management Guideline_v2.0,identity and access management,13.3,Mechanisms to secure privileged accounts,Release of locked privileged accounts must be detected and justified.
Identity and Access Management Guideline_v2.0,identity and access management,14,Privileged account monitoring,Privileged accounts must be monitored and logged. The details must be made available to the Security Information and Event Management (SIEM) for analysis and detection of unauthorized privileged accesses.
Identity and Access Management Guideline_v2.0,identity and access management,14.1,Privileged account monitoring,Logging and Monitoring: Logs must be made available for Security Information and Event Management (SIEM) in a structured way to allow the detection of unauthorized privileged accesses.
Identity and Access Management Guideline_v2.0,identity and access management,14.2,Privileged account monitoring,"Access to privileged accounts must be technically enforced to require a valid approved change request, ICT incident ticket, or a reference to a catalog of recurring routine activities."
Identity and Access Management Guideline_v2.0,identity and access management,14.3,Privileged account monitoring,Video Session Recording / Text / Key stroke Logging: Any interactive use of privileged accounts by individuals must be recorded through the PAM solution and regularly reviewed on a risk basis.
Identity and Access Management Guideline_v2.0,identity and access management,14.4,Privileged account monitoring,"Credentials Obfuscation (Disable Password View / Copy): The passwords for privileged accounts must remain hidden and must not be subject to copying. De-obfuscation for Emergency Accounts and Break Glass Accounts is allowed, provided that: all other Privileged Access Management (PAM) control requirements in ID: 11, 12 and 13 are implemented (including traceability to individuals); passwords must be automatically rotated after being retrieved from the secure storage and utilized; any use of emergency access must be documented, and a Security Information and Event Management (SIEM) alert must be sent in the event of account usage."
Identity and Access Management Guideline_v2.0,identity and access management,15,Recertification,"The recertification of access rights and role compositions must be defined, integrated in the access procedure, monitored and controlled."
Identity and Access Management Guideline_v2.0,identity and access management,15.1,Recertification,The following types of recertification must be performed and documented:
Identity and Access Management Guideline_v2.0,identity and access management,15.1.1,Recertification,User access recertification must take place every 6 months for business-critical access and for privileged access of all levels by the responsible Line Manager and respective Role Owners.
Identity and Access Management Guideline_v2.0,identity and access management,15.1.2,Recertification,User access recertification must take place every 12 months for all other accesses by the responsible Line Manager.
Identity and Access Management Guideline_v2.0,identity and access management,15.1.3,Recertification,The following types of recertification must be performed and documented: Role composition recertification by the Role Owner and Asset Owner must take place every 12 months and must include birth right roles.
Identity and Access Management Guideline_v2.0,identity and access management,15.2,Recertification,"All unauthorized access, which has been identified during the recertification process, must be revoked after the recertifier’s sign-off."
Identity and Access Management Guideline_v2.0,identity and access management,15.3,Recertification,Dedicated access to legal entity data must be reviewed at least once every 12 months by an employee of the respective legal entity.
Identity and Access Management Guideline_v2.0,identity and access management,16,Requirements for Tier-0 accounts,"Tier-0 access must be managed, secured and kept safe."
Identity and Access Management Guideline_v2.0,identity and access management,16.1,Requirements for Tier-0 accounts,Tier-0 access must additionally comply with the following control requirements:
Identity and Access Management Guideline_v2.0,identity and access management,16.1.1,Requirements for Tier-0 accounts,Threat Analytics SIEM / PAM: Session monitoring solution must allow for data analysis / logging of actions made by privileged access.
Identity and Access Management Guideline_v2.0,identity and access management,16.1.2,Requirements for Tier-0 accounts,Maximum Session Time / Time-limited Access: Use of privileged access must be time-limited to the necessary minimum.
Identity and Access Management Guideline_v2.0,identity and access management,16.1.3,Requirements for Tier-0 accounts,"In emergency situations, the approval for privileged access must occur through the responsible Manager on Duty. The Ticket Owner must ensure that the ICT incident documentation including approval is provided within 24 hours."
Identity and Access Management Guideline_v2.0,identity and access management,17,IAM for Cloud,"A procedure for Cloud Identity Access Management must be defined, implemented, monitored and controlled to protect against unauthorized usage or privilege escalation of Cloud-related accounts."
Identity and Access Management Guideline_v2.0,identity and access management,17.1,IAM for Cloud,"Federated identities should be used, controlled, and traceability of access must be ensured."
Identity and Access Management Guideline_v2.0,identity and access management,17.2,IAM for Cloud,Federated identities must be technically linked to a valid MyUserID or Account Owner Workgroup.
Identity and Access Management Guideline_v2.0,identity and access management,17.3,IAM for Cloud,Access event logs to IT Assets must be available and monitored.
Identity and Access Management Guideline_v2.0,identity and access management,17.4,IAM for Cloud,CSP must only be able to access legal entity data and ICT Systems in the cloud after prior and explicit approval for each individual case.
Identity and Access Management Guideline_v2.0,identity and access management,17.5,IAM for Cloud,Access requests by CSPs personnel to legal entity’s data must go through an access request process that requires explicit approval by the respective information owner.
Identity and Access Management Guideline_v2.0,identity and access management,17.6,IAM for Cloud,The CSP must only be able to use “just in time” (temporary) credentials when technically feasible rather than persistent credentials based on the service models.
Identity and Access Management Guideline_v2.0,identity and access management,17.7,IAM for Cloud,"Access to cloud environments must be restricted and, where possible, only via the programmatic call of APIs (""infrastructure-as-code"")."
Identity and Access Management Guideline_v2.0,identity and access management,17.8,IAM for Cloud,Cloud assets must use accounts which are centrally managed by the IAM process.
Network Security Guideline_v2.0,network security,1,Network and cloud architecture,It must be ensured that networks are designed in line with the established IT security requirements.
Network Security Guideline_v2.0,network security,1.1,Network and cloud architecture,Relevant established requirements as well as best practices or standards within the industry must be taken into account when designing networks.
Network Security Guideline_v2.0,network security,1.2,Network and cloud architecture,The network architecture and the network security design must be reviewed annually to identify potential vulnerabilities.
Network Security Guideline_v2.0,network security,1.3,Network and cloud architecture,"The network topologies with all network connections and data flows must be documented, including but not limited to the clear specification of relevant elements like network security zones, network segments and their classification based on the assigned IT applications in the respective segment."
Network Security Guideline_v2.0,network security,1.4,Network and cloud architecture,The documentation on network topology must be reviewed and updated after major network changes or at least annually.
Network Security Guideline_v2.0,network security,1.5,Network and cloud architecture,Architecture guidance and best practices for the use of cloud services must be established to get the right balance between usage of cloud native services and avoidance of lock-in by providing the required interoperability and portability where needed.
Network Security Guideline_v2.0,network security,2,Network configuration,It must be ensured through appropriate network configuration that all network and infrastructure components are securely configured and hardened.
Network Security Guideline_v2.0,network security,2.1,Network configuration,"Secure configuration and hardening baselines for all network and infrastructure components must be defined, documented, implemented and, for components in the Red and Yellow Segregation Areas regularly be reviewed in line with the ICT Operations Guideline."
Network Security Guideline_v2.0,network security,2.1.1,Network configuration,"All instructions from vendors as well as best practices and standards within the industry, that can serve as a robust benchmark, must be followed."
Network Security Guideline_v2.0,network security,2.2,Network configuration,Hardening baselines must be implemented and verified before using a new or changed infrastructure component in the Red Segregation Area in line with the ICT Operations Guideline.
Network Security Guideline_v2.0,network security,2.3,Network configuration,"Procedures must be in place to limit, lock and terminate ICT systems and remote sessions after a specific period of inactivity."
Network Security Guideline_v2.0,network security,2.4,Network configuration,Configuration files of security-relevant network components must be secured against tampering (running configuration files and start-up configuration files).
Network Security Guideline_v2.0,network security,3,Network services,"It must be ensured that network services are managed, and security features are documented in a way that ensures consistent and secure service delivery."
Network Security Guideline_v2.0,network security,3.1,Network services,"A regular process must be defined and implemented to identify, specify, document, and monitor IT and information security measures and features (typically in a service catalogue, or Asset Security Documentation (ASD)), service levels and management requirements of all network services with their defined scope and applicability."
Network Security Guideline_v2.0,network security,3.1.1,Network services,It must be specified whether the services are provided by an ICT third-party service provider or an internal service provider.
Network Security Guideline_v2.0,network security,3.2,Network services,"A regular process for managing network services must be defined as part of the network operational documentation and include responsibilities, standard and emergency operation procedures, defined implementation rules and related communication as part of change management process."
Network Security Guideline_v2.0,network security,3.3,Network services,The scope of documentation must be in accordance with the asset specifications documented in an asset inventory.
Network Security Guideline_v2.0,network security,3.4,Network services,Each network segment must have a defined list of allowed access protocols.
Network Security Guideline_v2.0,network security,4,Access to network-connected IT Assets,"It must be ensured that access to network-connected IT Assets, especially networks and network services, are controlled through stringent access controls and authentication mechanisms to ensure only authorized entities can connect and access the resources."
Network Security Guideline_v2.0,network security,4.1,Access to network-connected IT Assets,Secure access to IT Assets from devices used for remote work must be ensured.
Network Security Guideline_v2.0,network security,4.2,Access to network-connected IT Assets,"Network access controls must be identified and implemented to prevent and detect network connections by unauthorized devices or ICT systems, including endpoints not meeting the defined security requirements."
Network Security Guideline_v2.0,network security,4.3,Access to network-connected IT Assets,The network connection between external and internal ICT Systems must only be established after authentication and must be encrypted.
Network Security Guideline_v2.0,network security,4.4,Access to network-connected IT Assets,All IT Assets connecting to the corporate network of the legal entity’s internal wireless infrastructure must be authenticated.
Network Security Guideline_v2.0,network security,4.5,Access to network-connected IT Assets,Access to internal legal entity ICT systems and networks from external/non-legal entity networks must only be possible after two-factor-authentication via approved legal entity environments.
Network Security Guideline_v2.0,network security,4.6,Access to network-connected IT Assets,"All ICT Systems, including IT Applications, and users must only have access to networks and network services that they have been specifically authorized to use based on the need-to-know principle."
Network Security Guideline_v2.0,network security,5,Protection of network connections and data in transit,"Network connections, including data in transit, must be protected in a way that preserves their integrity and ensures confidentiality."
Network Security Guideline_v2.0,network security,5.1,Protection of network connections and data in transit,"Network connections, with the respective communication protocols used, as well as data in transit passing over all types of networks must be encrypted to preserve confidentiality, integrity, availability, and authenticity in line with the Encryption and Key Management Guideline by using standardized, secure cryptographic protocols (e.g., TLS) with legal entity approved cryptographic measures and a secure configuration to prevent man-in-the-middle attacks. The following must be ensured:"
Network Security Guideline_v2.0,network security,5.1.1,Protection of network connections and data in transit,Procedures must be established to assess compliance with the requirements on the protection of data during network transmission.
Network Security Guideline_v2.0,network security,5.1.2,Protection of network connections and data in transit,Network traffic between internal networks and the Internet as well as other external connections must be secured.
Network Security Guideline_v2.0,network security,6,Separation of environments,Dedicated environments must be provided in accordance with their intended use.
Network Security Guideline_v2.0,network security,6.1,Separation of environments,"Red, Yellow, Blue and Green segregation areas must be segregated at least logically."
Network Security Guideline_v2.0,network security,6.2,Separation of environments,A physically separate network test lab must be provided for testing and acceptance testing of on-premises network services.
Network Security Guideline_v2.0,network security,7,Segregation in networks,It must be ensured that networks are segregated appropriately.
Network Security Guideline_v2.0,network security,7.1,Segregation in networks,Groups of network connected IT Assets must be segmented and segregated into different types of network security zones according to their purpose:
Network Security Guideline_v2.0,network security,7.1.1,Segregation in networks,The network security zones types must at least be logically segregated from each other.
Network Security Guideline_v2.0,network security,7.1.2,Segregation in networks,Within the network security zone types the network-connected IT Assets must be segregated on a risk-based approach.
Network Security Guideline_v2.0,network security,7.1.3,Segregation in networks,"Within the Internet and Partner network security zone types, the network-connected IT Assets must be assigned to their own DMZ on a risk-based approach."
Network Security Guideline_v2.0,network security,7.2,Segregation in networks,"The following must be considered in the risk-based approach for segregation: The criticality or importance of the function those ICT Systems, including networks, support The established classification The overall risk profile of IT Assets using those ICT Systems, including networks"
Network Security Guideline_v2.0,network security,7.3,Segregation in networks,All network-connected IT Assets must be assigned to a network security zone that corresponds to their use case.
Network Security Guideline_v2.0,network security,7.4,Segregation in networks,The perimeter of each network security zone must be defined.
Network Security Guideline_v2.0,network security,7.5,Segregation in networks,Connections from external networks must be terminated in designated DMZ and must be protected by two-stage firewall (inner and outer) which are from different vendors.
Network Security Guideline_v2.0,network security,7.5.1,Segregation in networks,"For SaaS, equivalent protection level should be applied."
Network Security Guideline_v2.0,network security,7.5.2,Segregation in networks,"For IaaS and PaaS where network controls are harmonized with internal networks, PaaS and IaaS can be treated as internal networks. Otherwise, the same protections for external networks must be applied."
Network Security Guideline_v2.0,network security,7.6,Segregation in networks,"If a DMZ is not used, whether due to business model limitations or other valid reasons, a justification must be documented and an equivalent solutions with an adequate verified level of protection must be implemented."
Network Security Guideline_v2.0,network security,7.7,Segregation in networks,"For the administration of IT Assets, a separate and dedicated network must be used."
Network Security Guideline_v2.0,network security,7.8,Segregation in networks,"Automated mechanisms must be in place and the network connection infrastructure must be designed in a way that allows to temporarily isolate, where necessary, subnetworks, network components and network connected IT Assets instantaneously."
Network Security Guideline_v2.0,network security,8,Firewalls and connection filters,Firewalls and connection filters must be implemented and managed to ensure reliable and strict control of data traffic between networks on an ongoing basis.
Network Security Guideline_v2.0,network security,8.1,Firewalls and connection filters,Firewall configurations must prevent any unauthorized connections between network security zones.
Network Security Guideline_v2.0,network security,8.2,Firewalls and connection filters,Firewall rules must be implemented according to defined criteria for network connectivity.
Network Security Guideline_v2.0,network security,8.3,Firewalls and connection filters,"Implementation and removal of firewall rules must follow defined procedures, if possible, with an automatic workflow."
Network Security Guideline_v2.0,network security,8.4,Firewalls and connection filters,"If provisioning is done manually, additional controls (four-eyes-principle) must be established."
Network Security Guideline_v2.0,network security,8.5,Firewalls and connection filters,"Roles, responsibilities and steps for the specification, implementation, approval, change and review of firewall rules and connection filters must be identified in defined procedures."
Network Security Guideline_v2.0,network security,8.6,Firewalls and connection filters,Firewall rules and connection filters must be recertified regularly and adhere to all of the following:
Network Security Guideline_v2.0,network security,8.6.1,Firewalls and connection filters,The recertification must be performed in accordance with the established classification and the overall risk profile of ICT Systems involved.
Network Security Guideline_v2.0,network security,8.6.2,Firewalls and connection filters,"For ICT Systems supporting critical or important functions, the adequacy of existing firewall rules and connection filters must be recertified at least every 6 months."
Network Security Guideline_v2.0,network security,8.7,Firewalls and connection filters,All requests - including the justification for the firewall rule - must be documented (to ensure traceability).
Network Security Guideline_v2.0,network security,8.8,Firewalls and connection filters,Deviations from the Network Adequacy Matrix must be approved.
Network Security Guideline_v2.0,network security,8.9,Firewalls and connection filters,Web-application firewalls must be installed in front of internet-facing web-based applications.
Network Security Guideline_v2.0,network security,8.10,Firewalls and connection filters,The desktop firewall and/or application firewall must ensure that only authorized traffic enters or leaves the ICT System.
Network Security Guideline_v2.0,network security,9,Protection of perimeters,It must be ensured that perimeters are secured in such a way that unauthorized access and connections are prevented.
Network Security Guideline_v2.0,network security,9.1,Protection of perimeters,Protective mechanisms must be implemented at each network security zone transition.
Network Security Guideline_v2.0,network security,9.2,Protection of perimeters,Only necessary and allowed connectivity (according to applicable Security Documentation (SD) /Network Adequacy Matrix) between network security zones must be implemented.
Network Security Guideline_v2.0,network security,9.3,Protection of perimeters,"All inbound and outbound network traffic must be controlled, monitored based on the confidentiality class of the IT Assets, and denied by default by the principle of explicit allowance."
Network Security Guideline_v2.0,network security,9.4,Protection of perimeters,IDS and IPS must be in place to analyze all network traffic between network security zones to ensure that attacks or misuse are actively prevented.
Network Security Guideline_v2.0,network security,9.5,Protection of perimeters,IDS and IPS must be updated at defined intervals on a risk-based approach.
Network Security Guideline_v2.0,network security,9.6,Protection of perimeters,"Risk-based technical security measures must be implemented that are capable of detecting and responding to network-based attacks based on anomalous input or output traffic patterns and/or distributed denial of service (DDoS) and denial of service (DoS), including corresponding filtering capabilities."
Network Security Guideline_v2.0,network security,9.7,Protection of perimeters,"When using cloud services, the CSP must allow for controls to minimize and protect the perimeter of Publicly Accessible Endpoints."
Network Security Guideline_v2.0,network security,9.8,Protection of perimeters,"It must be ensured that no network traffic could bypass perimeter security (e.g. firewalls, SDN). The protection used at the perimeter must be stateful."
Network Security Guideline_v2.0,network security,10,Web filtering,It must be ensured that suitable web filtering is in place to prevent access to unauthorized or insecure resources.
Network Security Guideline_v2.0,network security,10.1,Web filtering,"Proxies must check all unencrypted and encrypted communications. To do this, for all encrypted connections between external and internal networks, interception and inspection must be possible at the proxy, in both directions."
Network Security Guideline_v2.0,network security,10.2,Web filtering,The management of blacklisted (denied) or whitelisted (allowed) destinations on proxies must be defined.
Network Security Guideline_v2.0,network security,10.3,Web filtering,"Proxies must be able to protect from prohibited targets, detect malware and protect users and ICT systems from malicious content."
Network Security Guideline_v2.0,network security,10.4,Web filtering,Bypassing the proxies must be prevented by appropriate configuration.
